Week Begin Date,County Name,County Code,County FIPS Code,Latitude/Longitude,Total Intakes,Georeferenced Lat/Long
12/19/16,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
1/30/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
9/4/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
5/14/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",6,POINT (-75.991996098 41.178364388400006)
6/25/18,Union,60,42119,"(40.9647313096, -77.0641580308)",1,POINT (-77.0641580308 40.9647313096)
5/29/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
2/12/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
11/13/17,Berks,6,42011,"(40.4193963513, -75.9307732705)",4,POINT (-75.93077327050001 40.4193963513)
9/4/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
7/9/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",3,POINT (-80.0407591036 41.9941378702)
3/4/19,Beaver,4,42007,"(40.6834924548, -80.3510735648)",2,POINT (-80.3510735648 40.6834924548)
10/1/18,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",3,POINT (-75.6121834524 41.4391006428)
8/28/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",5,POINT (-75.3725200072 40.209898739)
7/23/18,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
7/15/19,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
7/17/17,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",37,POINT (-75.140236002 40.0044435384)
7/9/18,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
8/20/18,Juniata,34,42067,"(40.5343300836, -77.405775001)",1,POINT (-77.405775001 40.5343300836)
12/4/17,Unknown,0,,,1,
5/14/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",7,POINT (-75.7110703866 40.9193670081)
10/22/18,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
4/29/19,Unknown,0,,,0,
11/21/16,Pike,52,42103,"(41.332571995, -75.0327092448)",1,POINT (-75.0327092448 41.332571995)
3/12/18,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
5/8/17,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
6/17/19,Bucks,9,42017,"(40.335011331, -75.1129124111)",5,POINT (-75.1129124111 40.335011331)
11/28/16,Montgomery,46,42091,"(40.209898739, -75.3725200072)",11,POINT (-75.3725200072 40.209898739)
7/16/18,Washington,63,42125,"(40.1910966345, -80.2518008276)",1,POINT (-80.2518008276 40.1910966345)
3/26/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
4/2/18,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",5,POINT (-75.6009948118 40.6146479416)
2/12/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
1/22/18,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",2,POINT (-75.6121834524 41.4391006428)
12/11/17,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",2,POINT (-76.2513876838 40.0459079619)
7/15/19,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
7/23/18,Adams,1,42001,"(39.8720956503, -77.2222427076)",1,POINT (-77.2222427076 39.8720956503)
10/29/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
4/9/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
10/8/18,Cambria,11,42021,"(40.4912749067, -78.7189417385)",2,POINT (-78.7189417385 40.4912749067)
11/19/18,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
1/16/17,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
4/2/18,Unknown,0,,,1,
11/12/18,Cambria,11,42021,"(40.4912749067, -78.7189417385)",1,POINT (-78.7189417385 40.4912749067)
2/25/19,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
5/28/18,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
9/10/18,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
4/22/19,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",2,POINT (-76.7796056802 40.4197463597)
2/6/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",4,POINT (-79.471341176 40.3103149985)
9/4/17,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
8/13/18,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
10/2/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",1,POINT (-80.3510735648 40.6834924548)
11/26/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
1/22/18,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",1,POINT (-79.4731689893 40.8150952555)
7/8/19,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
4/23/18,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
9/11/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
1/28/19,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
12/4/17,Fayette,26,42051,"(39.919447803, -79.6518963464)",3,POINT (-79.6518963464 39.919447803)
8/21/17,Bucks,9,42017,"(40.335011331, -75.1129124111)",11,POINT (-75.1129124111 40.335011331)
5/21/18,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",0,POINT (-76.4618257486 40.3675970024)
10/9/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",4,POINT (-75.7562649818 39.9748705566)
11/26/18,Washington,63,42125,"(40.1910966345, -80.2518008276)",1,POINT (-80.2518008276 40.1910966345)
4/29/19,Franklin,28,42055,"(39.9278619704, -77.7239884483)",2,POINT (-77.7239884483 39.9278619704)
11/27/17,Erie,25,42049,"(41.9941378702, -80.0407591036)",0,POINT (-80.0407591036 41.9941378702)
11/13/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",1,POINT (-80.26009410790002 41.302377765)
11/21/16,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",5,POINT (-75.6121834524 41.4391006428)
1/15/18,Potter,53,42105,"(41.7442064382, -77.8987922939)",,POINT (-77.8987922939 41.7442064382)
1/22/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
7/30/18,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",1,POINT (-76.4618257486 40.3675970024)
1/7/19,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
1/23/17,Carbon,13,42025,"(40.9193670081, -75.7110703866)",2,POINT (-75.7110703866 40.9193670081)
7/22/19,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",5,POINT (-76.7796056802 40.4197463597)
1/23/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
2/18/19,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",0,POINT (-79.4731689893 40.8150952555)
12/3/18,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
6/12/17,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
5/8/17,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",22,POINT (-79.9861984282 40.4673554298)
10/1/18,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
5/7/18,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
12/11/17,Fayette,26,42051,"(39.919447803, -79.6518963464)",1,POINT (-79.6518963464 39.919447803)
1/22/18,Montgomery,46,42091,"(40.209898739, -75.3725200072)",2,POINT (-75.3725200072 40.209898739)
5/28/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
3/11/19,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
1/2/17,Tioga,59,42117,"(41.7733383358, -77.2578807579)",1,POINT (-77.2578807579 41.7733383358)
11/6/17,Bucks,9,42017,"(40.335011331, -75.1129124111)",2,POINT (-75.1129124111 40.335011331)
4/23/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",2,POINT (-77.7239884483 39.9278619704)
6/12/17,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
12/26/16,Unknown,0,,,1,
12/25/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
2/18/19,McKean,42,42083,"(41.810370736, -78.5712201998)",1,POINT (-78.57122019980001 41.810370736)
4/16/18,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
7/23/18,Beaver,4,42007,"(40.6834924548, -80.3510735648)",0,POINT (-80.3510735648 40.6834924548)
11/6/17,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
3/18/19,Franklin,28,42055,"(39.9278619704, -77.7239884483)",2,POINT (-77.7239884483 39.9278619704)
12/11/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
8/12/19,Bradford,8,42015,"(41.7911781401, -76.5182562384)",1,POINT (-76.5182562384 41.7911781401)
6/10/19,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
10/9/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",1,POINT (-77.6428376046 41.2328627374)
11/28/16,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
4/30/18,Cumberland,21,42041,"(40.167598388, -77.268662705)",2,POINT (-77.268662705 40.167598388)
7/31/17,Berks,6,42011,"(40.4193963513, -75.9307732705)",6,POINT (-75.93077327050001 40.4193963513)
5/15/17,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
11/6/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",5,POINT (-75.3725200072 40.209898739)
6/11/18,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
5/22/17,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",4,POINT (-76.7796056802 40.4197463597)
4/23/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
8/7/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
8/21/17,Tioga,59,42117,"(41.7733383358, -77.2578807579)",1,POINT (-77.2578807579 41.7733383358)
12/5/16,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
8/14/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
6/17/19,Blair,7,42013,"(40.4855502384, -78.349076871)",2,POINT (-78.349076871 40.4855502384)
7/17/17,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
12/11/17,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
4/30/18,York,67,42133,"(39.9219253124, -76.7257605231)",9,POINT (-76.7257605231 39.9219253124)
1/16/17,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
7/16/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
12/24/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
7/16/18,Mercer,43,42085,"(41.302377765, -80.2600941079)",0,POINT (-80.26009410790002 41.302377765)
8/21/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",1,POINT (-77.268662705 40.167598388)
11/19/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
11/21/16,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
2/19/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",6,POINT (-76.2513876838 40.0459079619)
10/22/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",5,POINT (-79.9171177889 40.9108318483)
1/28/19,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
4/16/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",0,POINT (-75.7562649818 39.9748705566)
12/19/16,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
3/25/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",0,POINT (-76.7118842273 40.8515092572)
5/6/19,Northampton,48,42095,"(40.754595404, -75.3126372576)",3,POINT (-75.3126372576 40.754595404)
4/22/19,Delaware,23,42045,"(39.9165786652, -75.4062771212)",12,POINT (-75.40627712120002 39.9165786652)
3/12/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",2,POINT (-79.0310020611 39.9714629901)
8/27/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",7,POINT (-76.2513876838 40.0459079619)
4/10/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
12/10/18,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",34,POINT (-75.140236002 40.0044435384)
11/5/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
3/18/19,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
12/19/16,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
4/24/17,Unknown,0,,,0,
5/1/17,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
1/1/18,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
2/20/17,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
4/3/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
6/10/19,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
1/29/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",3,POINT (-75.991996098 41.178364388400006)
11/5/18,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
12/19/16,Berks,6,42011,"(40.4193963513, -75.9307732705)",1,POINT (-75.93077327050001 40.4193963513)
2/27/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",,POINT (-78.1148504535 39.9248751086)
5/13/19,Bucks,9,42017,"(40.335011331, -75.1129124111)",5,POINT (-75.1129124111 40.335011331)
8/5/19,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
4/2/18,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",19,POINT (-79.9861984282 40.4673554298)
5/20/19,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",11,POINT (-79.9861984282 40.4673554298)
11/20/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
5/29/17,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
12/11/17,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
2/6/17,Columbia,19,42037,"(41.0491208559, -76.4100217975)",0,POINT (-76.4100217975 41.0491208559)
8/27/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
4/2/18,Mercer,43,42085,"(41.302377765, -80.2600941079)",2,POINT (-80.26009410790002 41.302377765)
3/26/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",1,POINT (-75.3051535022 41.6496980525)
1/28/19,Monroe,45,42089,"(41.0609178653, -75.3408360302)",0,POINT (-75.3408360302 41.0609178653)
11/20/17,Bradford,8,42015,"(41.7911781401, -76.5182562384)",1,POINT (-76.5182562384 41.7911781401)
7/23/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
4/22/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",37,POINT (-75.140236002 40.0044435384)
10/16/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
2/4/19,Washington,63,42125,"(40.1910966345, -80.2518008276)",0,POINT (-80.2518008276 40.1910966345)
11/26/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
11/20/17,Crawford,20,42039,"(41.6854690692, -80.1132108295)",1,POINT (-80.1132108295 41.6854690692)
6/17/19,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
4/2/18,Cambria,11,42021,"(40.4912749067, -78.7189417385)",1,POINT (-78.7189417385 40.4912749067)
3/6/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",4,POINT (-80.26009410790002 41.302377765)
8/28/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",2,POINT (-75.991996098 41.178364388400006)
9/24/18,Unknown,0,,,0,
7/1/19,Fayette,26,42051,"(39.919447803, -79.6518963464)",1,POINT (-79.6518963464 39.919447803)
7/10/17,Columbia,19,42037,"(41.0491208559, -76.4100217975)",1,POINT (-76.4100217975 41.0491208559)
5/8/17,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
4/3/17,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
4/3/17,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
9/11/17,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
6/12/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
8/21/17,Delaware,23,42045,"(39.9165786652, -75.4062771212)",5,POINT (-75.40627712120002 39.9165786652)
1/15/18,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",,POINT (-78.4755834299 41.0004290024)
12/3/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
4/2/18,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
3/5/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",5,POINT (-75.3126372576 40.754595404)
10/22/18,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
4/16/18,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
7/15/19,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",2,POINT (-75.6121834524 41.4391006428)
6/10/19,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",5,POINT (-75.6009948118 40.6146479416)
4/29/19,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
4/23/18,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
7/10/17,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
1/9/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",0,POINT (-77.268662705 40.167598388)
9/4/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
6/26/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
3/12/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",1,POINT (-80.0407591036 41.9941378702)
6/18/18,Monroe,45,42089,"(41.0609178653, -75.3408360302)",0,POINT (-75.3408360302 41.0609178653)
7/8/19,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
3/19/18,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",1,POINT (-75.6121834524 41.4391006428)
1/16/17,Unknown,0,,,0,
4/10/17,Crawford,20,42039,"(41.6854690692, -80.1132108295)",2,POINT (-80.1132108295 41.6854690692)
3/5/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
10/23/17,Columbia,19,42037,"(41.0491208559, -76.4100217975)",0,POINT (-76.4100217975 41.0491208559)
6/11/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
11/5/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
5/6/19,Mercer,43,42085,"(41.302377765, -80.2600941079)",0,POINT (-80.26009410790002 41.302377765)
6/5/17,Erie,25,42049,"(41.9941378702, -80.0407591036)",5,POINT (-80.0407591036 41.9941378702)
4/17/17,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",1,POINT (-80.3375411446 40.9932503514)
6/19/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",3,POINT (-79.471341176 40.3103149985)
7/1/19,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",1,POINT (-75.8025030296 41.8205685982)
4/24/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
5/22/17,Perry,50,42099,"(40.4041531744, -77.2590738496)",1,POINT (-77.2590738496 40.4041531744)
9/3/18,Montgomery,46,42091,"(40.209898739, -75.3725200072)",3,POINT (-75.3725200072 40.209898739)
